"ITTER107","Territorio","TIPO_DATO7","Indicatori trasporto aereo","ARRIVO_PARTENZA","Arrivo-Partenza                  ","AEROPORTI","Aeroporti ","SERVIZIO_AEREO_TIPO","Tipo di servizio aereo","ISO","Nazionalità vettore","ISO_OD","Origine / Destinazione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",110038,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",233705,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",1,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",110038,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",233705,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",1,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",283,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",370,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",283,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",370,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",469551,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",487016,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",1,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",349,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",251,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",469900,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",487267,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",1,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",610463,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",638962,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",2,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",1,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",62862,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",51277,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",673325,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",204345,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",82417,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",114869,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",271694,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",690239,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",82623,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",202031,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",124104,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",281481,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",10744,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",76535,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",2,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",2,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",1,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",140912,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",151946,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",62513,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",51026,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",203425,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",202972,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",111204,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",236145,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",6,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",111210,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",236145,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",116,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",368,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",116,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",368,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",478600,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",494609,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",739,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",97,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",479339,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",494706,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",622268,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",644295,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",58776,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",50630,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",681044,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",191734,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",81993,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",124569,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",282748,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",694925,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",85665,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",184919,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",132136,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",292205,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",7746,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",77546,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",143668,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",149686,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","AHO","Alghero-Fertilia ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",1,,
