"ITTER107","Territorio","TIPO_DATO7","Indicatori trasporto aereo","ARRIVO_PARTENZA","Arrivo-Partenza                  ","AEROPORTI","Aeroporti ","SERVIZIO_AEREO_TIPO","Tipo di servizio aereo","ISO","Nazionalità vettore","ISO_OD","Origine / Destinazione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",273,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",189,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",273,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",189,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",38017,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",71181,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",4111,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",4806,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",42128,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",75987,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",38017,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",80140,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",4144,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",4806,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",42161,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",9096,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",433,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",10534,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",22098,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",84946,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",8412,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",28235,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",19101,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",29198,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",9964,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",8959,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",33,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",33,,
"IT","Italia","PASS","passeggeri trasportati","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",8959,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",257,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",210,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTNSH","charter interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",257,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",210,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSE","voli interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","IT","Italia","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",38726,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",72668,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSH","linea interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",4316,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",4812,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTNSH","charter interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",43042,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",77480,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","INTSE","voli interni","WORLD","Mondo","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",38726,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",81748,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","SCS","voli di linea","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",4316,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",4812,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","NSSH","voli charter","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",43042,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",8483,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",476,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",10790,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",23293,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",86560,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",8768,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",27444,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",19435,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",30913,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",10440,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q2","T2-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q1","T1-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q4","T4-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2018-Q3","T3-2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q1","T1-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q2","T2-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q4","T4-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2019-Q3","T3-2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q2","T2-2020",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ALL","Totale","WORLD","Mondo","WORLD","Mondo","2020-Q1","T1-2020",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",9080,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSH","linea internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLNSH","charter internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",9080,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","CRV","Crotone ","ITLSE","voli internazionali","WORLD","Mondo","WRL_X_ITA","Paesi esteri","2019","2019",0,,
"IT","Italia","FLIGHT","movimenti commerciali","ALL","Totale","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","FLIGHT","movimenti commerciali","ALL","Totale","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","PASS","passeggeri trasportati","ALL","Totale","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","PASS","passeggeri trasportati","ALL","Totale","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","CRV","Crotone ","INTSH","linea interni","IT","Italia","IT","Italia","2019","2019",0,,
